Artist,Genre,Song,Lyrics
Ol' Dirty Bastard,Rap,Shimmy Shimmy Ya,Aw I don\t want to fuck you You can\t even sing You had to sing or something to get some pussy Ooh baby I like it raw Yeah baby I like it raw Ooh baby I like it raw Yeah baby I like it raw Shimmy shimmy ya yam shimmy yay Gim me the mic so I can take it away Off on a natural charge bon-voyage Yeah from the home of the Dodger Brooklyn squad Wu-Tang killer bee on a swarm Rain on your college-ass disco dorm For you to even touch my skill You got ta put the one killer bee and he ain't gon na kill Now chop that down pas it all around Lyrics get hard quick cement to the ground For any emcee in any fifty-two state I get psycho killer Norman Bates My producer slam my flow is like bam Jump on stage dunduhduhDUNduuuuuh I like the way you talk Ooh baby I like it raw Yeah baby I like it raw Ooh baby I like it raw Yeah baby I like it raw Ooh baby I like it raw Yeah baby I like it raw Ooh baby I like it raw Yeah baby I like it raw Shimmy shimmy ya yam shimmy yay Gim me the mic so I can take it away Off on a natural charge bon-voyage Yeah from the home of the Dodger Brooklyn squad Wu-Tang killer bee on a swarm Rain on your college-ass disco dorm For you to even touch my skill You got ta put the one killer bee and he ain't gon na kill Now chop that down pas it all around Lyrics get hard quick cement to the ground For any emcee in any fifty-two state I get psycho killer Norman Bates My producer slam my flow is like bam Jump on stage dunduhduhDUNduuuuuh Shi-shimmy shimmy ya yeah Shi-shimmy shimmy ya yam Shi-shimmy shimmy ya yam shimmy yay Shi-shi shimmy ya yam shimmy yay Shi-shimmy shi-shimmy ya shimmy yam yay Give me the mic so I can take it away shimmy ya You can't even sing You have to sing or something to get some pussy ADDITIONAL EXTENDED VERSE See when a nigga say he like it raw Keepin it dirty down to the floor See my name is the ODB and I ll beat your as For the lady who know me tell them who the fuck I be For the nigga who know me tell them who the fuck I be My style come down on yall like rock Sitin on the dock of the bay By the dock Aiyaiyaiyaiyaiyaiyaiy Umm by the flock Don't goooooo By the creak by the flock Got east coast locked down padlocked My Zoo be all down by the flock Ooh baby I like it raw Yeah baby I like it raw Ooh baby I like it raw Yeah baby I like it raw Shimmy shimmy ya yam shimmy yay Gim me the mic so I can take it away Off on a natural charge bon-voyage Yeah from the home of the Dodger Brooklyn squad Wu-Tang killer bee on a swarm Rain on your college-ass disco dorm For you to even touch my skill You got ta put the one killer bee and he ain't gon na kill Now chop that down pas it all around Lyrics get hard quick cement to the ground For any emcee in any fifty-two state I get psycho killer Norman Bates My producer slam my flow is like bam Jump on stage dunduhduhDUNduuuuuh I like the way you talk Yo yall know the lyric come on sing with me Ooh baby I like it raw Yeah baby I like it raw Ooh baby I like it raw Yeah baby I like it raw
Ol' Dirty Bastard,Rap,Brooklyn Zoo,Shit Word I bust that nigga as right now Ain't no–none of them nigga can't fuck with me What Nigga you could never fuck with me my nigga I ll fuck you up right now What Bust your motherfucking as boy I ain't no motherfucking joke you know who you talking to Word up bust that nigga as word up Ol Dirty Bastard you know what I'm sayin I fuck you up right now Yeah What I'm the one-man army Ason I never been tooken out I keep MC's looking out I drop science like Cosby dropping baby Enough to make a nigga go crazy In the G-Building taking all type of medicine Your as thought you were better than A-son I keep planet in orbit While I be coming with deeper and more shit Enough to make you break and shake your as As I create rhyme good a a Tastykake make This style I'm mastered in Niggas catching headache what What You need Aspirin This type of pain you couldn't even kill with Midol Fuck around get sprayed with Lysol In your face like a can of mace baby Is it burning Well fuck it now you're learning How I don't even like your motherfucking profile Give me my fucking shit CH-CH-BLAOW Last seen and heard no-one know You forget nigga be quiet a kept Now you know nothing Before you knew a whole fucking lot Your as don't wan na get shot A lot of MC's came to my showdown And watched me put your fucking as low down As you can go below zero Without a doubt I never been tooken out By a nigga who couldn't figure Yo by a nigga who couldn't figure Yo by a nigga who couldn't figure Brooklyn Zoo How to pull a fucking gun trigger I said Get the fuck outta here Nigga wan na get too close to the utmost But I got stack that ll attack any wack host Introducing yo fuck that nigga's name My Hip Hop drop on your head like rain And when it rain pours cause my rhyme hardcore That's why I give you more of the raw Talent that I got will r-iz-ock the spot MCs I ll be burning hot Whoa-hoa-hoa Let me like slow up with the flow If I move too quick oh you just won't know I'm homicidal when you enter the target Nigga get up act like a pig trying to hog shit So I take yo as out quick The mics I ve had it my nigga you can suck my dick If you wan na step to my motherfucking rep CH-CH-BLOAW BLOAW Blown to death You got shot cause you knock Who\'s there Another motherfucking hardrock Slacking on your macking cause raw's what you lack You wan na react Bring it on back Shame on you when step through to The Ol Dirty Bastard Brooklyn Zoo Shame on you when step through to The Ol Dirty Bastard Brooklyn Zoo Shame on you when step through to The Ol Dirty Bastard Brooklyn Zoo Shame on you when step through to The Ol Dirty Bastard Brooklyn Zoo Shame on you when step through to The Ol Dirty Bastard Brooklyn Zoo Shame on you when step through to The Ol Dirty Bastard Brooklyn Zoo
Ol' Dirty Bastard,Rap,Got Your Money,I dedicate this to all the pretty girl All the pretty girl in the world And the ugly girl too Cause to me you're pretty anyway baby You give me your number I ll call you up You act like your pussy on interrupt I don't have no trouble with you fucking me But I have a little problem with you not fucking me Baby you know Ima take care of you Cause say you got my baby and I know it ain't true Is it a good thing No it's bad bitch For good or worse make you switch So I walk on over with my Cristal Bitch-ass nigga put away your pist-als Dirty won't be having it in this house Cause bitch I ll cripple your style Now that you heard my charming voice You couldn't get another nigga coochie won't get moist If you wan na look good and not be bummy Girl you better give me that money Aow Hey Dirty Baby I got your money Don't you worry I said hey Baby I got your money So I glanced at the girl glanced at me I whispered in their ear Wan na be with me You wan na look pretty though in my video Ol Dirty on the hat and I let you all know Just dance if you caught up in the holy ghost trance If you stop Ima put the killer ant in your pant I'm the O-D-B a you can see F.B.I. don't you be watching me I don't want no problem cause I ll put you down In the ground where you can not be found I'm just Dirt Dog trying to make some money So give me my streak and give me my honey Radios play this all day everyday Recognize I'm a fool and you love me None of you NUH better look at me funny NUH you know my name now give me my money Hey Dirty Baby I got your money Don't you worry I said hey Baby I got your money Sing it girl Just shake it right now If Dirty want his money I think yall should give him his money That's how I like you girl Nigga playing in the club like this all night Bitches put your as out let me hold it tight You looking at my wrist saying It\'s so nice The price bitch is diamond shining disco light Well you better help me solve my problem Or Ima get this money and rob them Lucky Dog when I won the Lotto Ran up on my car for carrying Rollo But hold on you can call me Dirty And then lift up your skirt And you want some of this Dirty God made Dirt and bust your as Stop annoying me Yeah I play my music loud It take the Bastard Ol Dirty to move the crowd They say He had his dick in his mouth Eddie Murphy taught me that back in the house Now give me my money Hey Dirty Baby I got your money Don't you worry I said hey Baby I got your money Hey Dirty Baby I got your money Don't you worry I said hey Baby I got your money Hey Dirty Baby I got your money Don't you worry I said hey Baby I got your money Hey Dirty Baby I got your money Don't you worry I said hey Baby I got your money Hey Dirty Baby I got your money Don't you worry I said hey Baby I got your money Hey Dirty Baby I got your money Don't you worry I said hey
LL Cool J,Rap,Doin’ It,Mmmm yeah mmmmm check it out baby Make it hot then we drop it oooooooh Uh yeah oooooooh Uptown you know how we do it Yeah you know Make it hot It's the first time together and I'm feeling kinda horny Conventional method of makin love kinda bore me I wan na knock your block off get my rock off Blow your sock off make sure your'G spot soft Ima call you Big Daddy and scream your name Matter fact I can't wait for your candy rain So whatcha sayin I get my swerve on bring it live Make it last forever damn the kitty cat's tight Mmm daddy slow down your flow Put it on me like'G baby nice and slow I need a rough neck nigga Mandingo in the sack Who ain't afraid to pull my hair and spank me from the back No doubt I'm the playa that you're talkin about But do you really think that you can work it out I guarantee shorty it's real baby stick it out Here come the man of steel Doing it and doing it and doing it well Doing it and doing it and doing it well Doing it and doing it and doing it well I represent Queens she wa raised out in Brooklyn Doing it and doing it and doing it well Doing it and doing it and doing it well Doing it and doing it and doing it well I represent Queens she wa raised out in Brooklyn I'm in the mix now searching for the right spot To hit now get down Damn I love a dick down you use a rubber Damn right You are my lover All night The putty good to you Word to momma Mad tight The only thing left to do is climax Let's make it last Word we ain't goin out like that All this time you ve been telling that you wa a Don I tried to warn you girl wouldn't listen Now let's get it on Mmm baby wild don't do that Chill wait a minute baby let me please you back You talk a good one shorty now you're makin me sweat How a live nigga like it girl Nice and wet We get it on To The Break of Dawn damn you're large How a big girl like it Daddy Nice and hard Safe sexin it flexin gettin that affectionate Chewin it oohin all while we're doin it Doing and doing it and doing it well Doing it and doing it and doing it well Doing it and doing it and doing it well I represent Queens she wa raised out in Brooklyn Doing it and doing it and doing it well Doing it and doing it and doing it well Doing it and doing it and doing it well I represent Queens she wa raised out in Brooklyn Baby I wan na hit it in the worst way Make it hot Schemin on the as since the first day Don't stop Damn I love it when you talk like that Make it bounce sugar Long a you can bounce me back More flesh than the Greek Fest Roll up the sess Pass the Hennessy Put my body to the test Wait wait daddy many nigga ago I wa a young girl listening to how you flow Now's my chance to hit you off daddy I'm grown From the back from the side Right I'm in the zone One of a kind when it's time to do mine Camcorder and the whole shit Press rewind Let it flow on the screen while we puff the'L Layin back in the cut while we're under the spell Word life I like the way ep went down Go to sleep tomorrow I ll take you back downtown We ll be Doing it and doing it and doing it well Doing it and doing it and doing it well Doing it and doing it and doing it well I represent Queens she wa raised out in Brooklyn Doing it and doing it and doing it well Doing it and doing it and doing it well Doing it and doing it and doing it well I represent Queens she wa raised out in Brooklyn Doing it and doing it and doing it well Doing it and doing it and doing it well Doing it and doing it and doing it well I represent Queens she wa raised out in Brooklyn Doing it and doing it and doing it well Doing it and doing it and doing it well Doing it and doing it and doing it well I represent Queens she wa raised out in Brooklyn
LL Cool J,Rap,Mama Said Knock You Out,Cmon man And with the local DBT news LL Cool'J with a triumphant comeback But tonight Don't call it a comeback I been here for year Rocking my peer and putting suckas in fear Making the tear rain down like a monsoon Listen to the bass go boom Explosion overpowering Over the competition I'm towering Wrecking shop when I drop These lyric that ll make you call the cop Don't you dare stare you better move Don't ever compare Me to the rest that ll all get sliced and diced Competition's paying the price I'm gon na knock you out Huuh Mama said knock you out Huuh I'm gon na knock you out Huuh Mama said knock you out Huuh I'm gon na knock you out Huuh Mama said knock you out Huuh I'm gon na knock you out Huuh Mama said knock you out Huuh Don't you call this a regular jam I'm gon na rock this land I'm gon na take this itty bitty world by storm And I'm just getting warm Just like Muhammad Ali they called him Cassius Watch me bash this beat like a skull Cause you know I had beef wit Why do you riff with me the maniac psycho And when I pull out my jammy get ready cause it might go BLAAAAW how ya like me now The ripper will not allow You to get with Mr. Smith don't riff Listen to my gear shift I'm blasting outlasting Kinda like Shaft so you could say I'm shafting Olde English filled my mind And I came up with a funky rhyme I'm gon na knock you out Huuh Mama said knock you out Huuh I'm gon na knock you out Huuh Mama said knock you out Huuh I'm gon na knock you out Huuh Mama said knock you out Huuh I'm gon na knock you out Huuh Mama said knock you out Huuh Breakdown Uh Shadow boxing when I heard you on the radio HUUUH I just don't know What made you forget that I wa raw But now I got a new tour I'm going insane starting the hurricane releasing pain Letting you know that you can't gain I maintain Unless ya say my name Ripping killing Digging and drilling a hole Pass the Ol Gold I'm gon na knock you out Huuh Mama said knock you out Huuh I'm gon na knock you out Huuh Mama said knock you out Huuh I'm gon na knock you out Huuh Mama said knock you out Huuh I'm gon na knock you out Huuh Mama said knock you out Huuh Shotgun blast are heard When I rip and kill at will The man of the hour tower of power I ll devour I'm gon na tie you up and let you understand That I'm not your average man When I got a jammy in my hand DAAAAAM Oooooohh Listen to the way I slaaaaay your crew Damage UHH damage Destruction terror and mayhem Pass me a sissy so suckas I ll slay him Farmers What I'm ready We're I think I'm gon na bomb a town Get down Don't you never ever pull my lever Cause I explode And my nine is easy to load I got ta thank God Cause he gave me the strength to rock HARD Knock you out mama said knock you out I'm gon na knock you out Huuh Mama said knock you out Huuh I'm gon na knock you out Huuh Mama said knock you out Huuh I'm gon na knock you out Huuh Mama said knock you out Huuh
LL Cool J,Rap,Around the Way Girl,You got me shook up down shook out On your loving I want a girl with extension in her hair Bamboo earring at least two pair A Fendi bag and a bad attitude That's all I need to get me in a good mood She can walk with a switch and talk with street slang I love it when a woman ain't scared to do her thing Standing at the bus stop sucking on a lollipop Once she get pumping it hard to make the hottie stop She like to dance the rap jam She sweet a brown sugar with the candied yam Honey coated complexion using Camay Let's hear it for the girl she's from around the way I need an around the way girl Around the way girl That's the one for me She's the only one for me I need an around the way girl You got me shook up down shook out on your loving Silky milky her smile is like sunshine That's why I had to dedicate at least one rhyme To all the cuties in the neighborhood Cause if I didn't tell you then another brother would You're sweet like sugar with your gangster talk Want to eat you like a cookie when I see you walk With your rayon silk or maybe even denim It really doen't matter a long you're in em You can break heart and manipulate mind Or surrender act tender be gentle and kind You always know what to say and do Cold flip when you think your man is playing you Not cheap or petty you're ready for loving You're real independent so your parent be bugging But if you ever need a place to stay Come around my way I need an around the way girl Around the way girl That's the one for me She's the only one for me to the bridge I need an around the way girl You got me shook up down shook out on your loving Perm in your hair or even a curly weave Witcha New Edition Bobby Brown button on your sleeve I tell you come here you say meet me half way Cause brother been popping that game all day Around the way you're like a neighborhood jewel All the homeboy sweat you so're crazy cool Wear your gold in the summer with your biking short While you watching all the brother on the basketball court Going to the movie with your homegirl's crew While the businessmen in suit be hawking you Baby hair pumping lip gloss is shining I think you in the mood for wining and dining So we can go out and eat somewhere We got a lot of private joke to share Lisa Angela Pamela Renee I love you're from around the way I need an around the way girl Around the way girl That's the one for me She's the only one for me I need an around the way girl You got me shook up down shook out on your loving I need an around the way girl Around the way girl That's the one for me She's the only one for me I need an around the way girl I'm asking you You got me shook up down shook out on your loving You got me shook up down You got me shook up down shook out on your loving You got me shook up down You got me shook up down shook out on your loving You got me shook up down You got me shook up down shook out on your loving You got me shook up down
Kane Brown,Country,What Ifs,You say what if I hurt you what if I leave you What if I find somebody else and I don't need you What if this go south what if I mess you up You say what if I break your heart in two then what Well I hear you girl I feel you girl but not so fast Before you make your mind up I got ta ask What if I wa made for you and were made for me What if this is it what if it's meant to be What if I ain't one of them fool just playin some game What if I just pull you close what if I lean in And the star line up and it's our last first kiss What if one of these day baby I go and change your name What if I loved all these what ifs away What if the sky fall Sky Or the sun stop burnin We could worry about them what ifs til the world stop turnin Or I could kiss you You should kiss me What if you liked it Bet I'd like it Well we ain't never gon na know unless we try it What if I wa made for you and were made for me What if this is it what if it's meant to be What if I ain't one of them fool just playin some game What if I just pull you close what if I lean in And the star line up and it's our last first kiss What if one of these day baby I go and change your name What if I loved all these what ifs away Awe yeah Cmon You say what if I hurt you what if I leave you What if I find somebody else and I don't need you Damn What if I wa made for you and were made for me What if this is it what if it's meant to be What if I ain't one of them fool just playin some game What if I just pull you close what if I lean in And the star line up and it's our last first kiss What if one of these day baby I go and change your name What if I loved all these what ifs away Away What if
Kane Brown,Country,Heaven,This is perfect Come kiss me one more time I couldn't dream this up Even if I tried You and me in this moment Feels like magic don't it I'm right where I wan na be Everybody's talkin about heaven like they just can't wait to go Sayin how it's gon na be so good beautiful Lyin next to you in this bed with you I ain't convinced Cause I don't know how I don't know how heaven Could be better than this I swear you're an angel Sent to this world What did I do right to deserve you girl I could stay here forever I'd be fine if we never Had to even leave this room Everybody's talkin bout heaven like they just can't wait to go Sayin how it's gon na be so good beautiful Lyin next to you in this bed with you I ain't convinced Cause I don't know how I don't know how heaven Could be better than this Could be better than this Everybody's talkin bout heaven like they just can't wait to go Sayin how it's gon na be so good beautiful Lyin next to you in this bed with you I ain't convinced Cause I don't know how I don't know how heaven Could be better than this heaven Could be better than this heaven I swear this is perfect Come kiss me one more time
Kane Brown,Country,Homesick,Dancin in the kitchen you singing my favorite song Swinging on the front porch just laughing at the dog How you swear love me more When you're whisperin goodnight All those little moment are every reason why I'm homesick This feelin that I'm feeling No it don't quit It's like half of me is missin Heaven know it that all I wan na do Is be alone with your brown eye all tangled up Just holdin onto you tonight Until the mornin Baby that's the damn truth If home is where the heart is Then I'm homesick for you Well it say Kane Brown On a sign with a line out the door It sold out some little town I ve never been before Yeah they're screamin my name This is what we dreamed about But out here singin about you baby all I think about Is how I'm homesick This feelin that I'm feelin No it don't quit It's like half of me is missin Heaven know it that all I wan na do Is be alone with your brown eye all tangled up Just holdin onto you tonight Until the morning Baby that's the damn truth If home is where the heart is I'm homesick for you Homesick for you Yeah yeah I'm homesick This feelin that I'm feelin No it don't quit It's like half of me is missin Heaven know it that all I wan na do Is be alone with your brown eye just tangled up Just holdin onto you tonight Until the mornin Baby that's the damn truth If home is where the heart is I'm homesick for you I'm homesick for you Yeah yeah
Blanco Brown,Country,The Git Up,Right now I just need you to get real loose Get comfortable Grab your loved one or grab your love partner And if you're by yourself no worry Just follow after me Go'n and do the two-step then cowboy boogie Grab your sweetheart and spin out with em Do the hoedown and get into it Woo-hoo-hoo Take it to the left now and dip with it Go'n throw down take a sip with it Now lean back put your hip in it Woo-hoo-hoo Let's have some fun To the left to the left now To the left to the left To the right to the right To the right Now take your left hand and Uh Put it on your side Put it on your side Go'n roll your shoulder Roll your shoulder Do the slip and slide Do the slip and slide This next part's my favorite part uh Cause it's time to shine Go'n and do the two-step then cowboy boogie Grab your sweetheart and spin out with em Do the hoedown and get into it Woo-hoo-hoo Take it to the left now and dip with it Go'n throw down take a sip with it Now lean back put your hip in it Woo-hoo-hoo It's simple you can do it Slide to the left Left slide to the right Right Now cool down Hoo have a good time Yeah Slide to the left Left slide to the right Right Do the butterfly Oh have a good time Round round and you go It's time to show out right now and take to the floor Go'n and do the two-step then cowboy boogie Grab your sweetheart and spin out with em Do the hoedown and get into it Woo-hoo-hoo Take it to the left now and dip with it Go'n throw down take a sip with it Now lean back put your hip in it Woo-hoo-hoo To the left Take it down now take it down now Take it down now take it down now To the right Bring it up now bring it up now Bring it up now bring it up now To the front Take it down and crisscross Bring it up now crisscross To the back Do whatever you like right here Get down Just have fun Go'n and do the two-step then cowboy boogie Grab your sweetheart and spin out with em Do the hoedown and get into it Woo-hoo-hoo Take it to the left now and dip with it Go'n throw down take a sip with it Now lean back put your hip in it Woo-hoo-hoo uh That wa not so bad that wa not so bad wa it That wa not so bad that wa not so bad wa it That wa not so bad that wa not so bad wa it That wa not so bad that wa not so bad wa it Go'n and do the two-step then cowboy boogie Grab your sweetheart and spin out with em Do the hoedown and get into it Woo-hoo-hoo Take it to the left now and dip with it Go'n throw down take a sip with it Now lean back put your hip in it Woo-hoo-hoo
Blanco Brown,Country,CountryTime,Whoa I hear the voice in my head My middle finger's bout to pledge Oh can't you see that blue and red Some thing are better left unsaid yeah I put two gunshot in the air The people scattered everywhere But I don't really give a care nope Some thing in life are just unfair Yeah yeah I walk upright like a soldier Yeah I'm hot like Arizona Mix the bacon and the soda I ain't mixin bakin soda Mm yay Ain't scared of no rain I walk upright like a soldier Yeah I'm cold a North Dakota Mix the bacon and the soda I ain't mixin bakin soda Mm yay mm Ain't scared of no pain I hear the voice in my head My middle finger's bout to pledge Oh can't you see that blue and red Some thing are better left unsaid yeah If you're on one You just got ta hold on We all need someone to lean on yeah But you got ta be strong yeah If you're on one You just needa hold on We all need someone to lean on yeah But we got ta be strong yeah I put the gun up to my head Head But I wa already dead Dead Sometimes you have to kill the flesh Flesh To get some thing up off your chest Chest I heard the voice in my head I'm screamin fuck the blue and red Now it's startin to all make sense Some thing are better left unsaid Son of a gun stealin all the fun In a barn full of corn where the steel mill turn Limousine full of smoke with the window down Every day's a new day get your moonshine on Hillbilly's got to rockin and the rockin turned to dancin At a bonfire full of all paraphernalia yuh huh Damn right uh-huh Son of a gun stealin all the fun In a barn full of corn where the steel mill turn Limousine full of smoke with the window down Every day's a new day get your moonshine on Hillbilly's got to rockin and the rockin turned to dancin At a bonfire full of all paraphernalia yuh huh Damn right I put two gunshot in the air
Blanco Brown,Country,Georgia Power,Yeah yeah No I can't stay I got ta hit the road Sometime life teach you a lesson That make you cold Cold Hell I gave her everything even down to my last sin And she just took my heart and ran away with it She gave me life Life And told me everything would be perfect But it ain't right Right Don't even know if it wa worth it You got ta strap up your boot get your feeling aligned Yeah I ll be alright yeah I ll be alright Got ta get in your mood thank God I'm alive Yeah I ll be alright yeah I ll be alright Eeny meeny miny moe I ll never ever let her take my soul Eeny meeny miny moe Don't aim too high don't shoot too low Eeny meeny miny moe Everything that live gon grow Got ta get it while we're on the go Bless the heart that try to take my soul Now I can't wait What I got ta make a move Move Sometimes you find yourself in place That make you cross Hell I gave her everything even down to my last sin yeah She paired up with Satan and they became the best of friend She fed me life And told me everything would be perfect But it ain't right Don't even know if it wa worth it Eeny meeny miny moe Said you jumped on a plane but you jumped the broom Well you left your feeling with the honeymoon Yeah you left your feeling with the honeymoon Eeny meeny miny moe Said you dropped your feeling when you left her cold She wa playin with your heart tryna get your gold Playin with your heart tryna get your gold You got ta strap up your boot get your feeling aligned Yeah I ll be alright yeah I ll be alright Got ta get in your mood thank God I'm alive Yeah I ll be alright yeah I ll be alright Eeny meeny miny moe I ll never ever let her take my soul Eeny meeny miny moe Don't aim too high don't shoot too low Eeny meeny miny moe Everything that live gon grow Got ta get it while we're on the go Bless the heart that try to take my soul Sometimes you find yourself alone and You need someone by your side but They're just not the right one So you got ta move on and live life You got ta strap up your boot get your feeling aligned Yeah I ll be alright yeah I ll be alright Got ta get in your mood thank God I'm alive Yeah I ll be alright yeah I ll be alright Woo woo Yeah yeah
Brett Eldredge,Country,Somethin’ I’m Good At,Get ready to go crazy right here Here we go I'm a real bad liar I'm a burnt toast kinda guy And if I try to build a fire I ll burn the wood I ain't a mover or a shaker can't keep up with the pacer Never met a dancefloor that ever did me any good I can't change the world no I can't change a flat If you give me your heart girl well you may never get it back You said you'd never smile again but oh no here it come Would you look at that I finally found somethin I'm good at I got a poor sense of direction sometimes too strong of affection For a whiskey made in Lynchburg Tennessee That's right If there's a hole in my boat son you bet that's all she wrote I'm a Titanic sinking down into that deep blue sea I can't change the world no I can't change a flat If you give me your heart girl well you may never get it back You said you'd never smile again but oh no here it come Would you look at that I finally found somethin I'm good at Playin hard to get are ya Let me tell ya a little more about ya and why I love ya Damn you're a looker You're the cane you're the sugar Jiffy Pop in the cooker You're the author of the book That I'm reading Ain't ya baby You're the moon you're the sky You're the apple of my eye Make me laugh til I cry Till I think I'm gon na die Turn me upside down Spin me around Spend all my money on you all over this town I can't change the world no I can't change a flat If you give me your heart girl well you may never get it back You said you'd never smile again but oh no here it come Would you look at that Would you look at that I finally found somethin I'm really good at You thought it wa over Oh my mine I'm such a lucky guy You got me tongue tied Like Jekyll and Hyde I'm coming undone I'm born to run I got my shade on Here come the sun All cotton pickin My tick tocks tickin I love I'm stricken I'm flip flop flippin I'm bout to cuss Son of a bus I can't stop singin I'm havin way too much fun I can't change the world no I can't change a flat If you give me your heart girl well you may never get it back You said you'd never smile again but oh no here it come Would you look at that I finally found somethin I'm so good at Hahaha Cut
Brett Eldredge,Country,Don’t Ya,Girl you cut those jean just right I know you didn't buy em like that So baby don't even try that You dance Oh you move Like there ain't nobody watchin But girl you know I'm watchin Don't lie you ve got it all figured out That smile ha got me spinnin around Don't even try actin like it ain't no thing Cause I can see you move a little closer Girl I got ta get to know ya Everything about ya make me want ya Know what you're doin baby don't ya don't You ve been lookin over here all night And When I look you away Oh I love the little game you play Yea I bet you didn't mean to brush my hand when you walked by me Like you didn't mean to drive me crazy Don't lie you ve got it all figured out That smile ha got me spinnin around Don't even try actin like it ain't no thing Cause I can see you move a little closer Girl I got ta get to know ya Everything about ya make me want ya Know what you're doin baby don't ya don't Wan na get outta here and let me show ya How good it would feel to hold ya Put your pretty little head on my shoulder Oh yea Don't lie you ve got it all figured out That smile ha got me spinnin around Don't even try actin like it ain't no thing Cause I can see you move a little closer Girl I got ta get to know ya Everything about ya make me want ya Know what you're doin baby don't ya don't
Brett Eldredge,Country,Drunk On Your Love,The second she walked through the door I caught a buzz One taste from your lip knocked me out just like a drug The rest of the night's kind of blurry Now the sun's peekin through the shade I can't help but laugh cause I kind of like feelin this way I woke up still drunk On your love on your love Now I know why-y I'm feelin so high Cause I'm still drunk on your love on your love It's not in the whiskey tequila or the wine It's all about the touch and the fire in your eye It get me fumblin always stumblin through a haze I got plenty to do just laying here with you all day I woke up still drunk On your love on your love Now I know why-y I'm feelin so high Cause I'm still drunk on your love on your love Wish I could bottle you up and drink you in all day long Every day singin this song I woke up still drunk On your love on your love Now I know why-y I'm feelin so high Cause I'm still drunk on your love on your love Woke up still drunk on your love On your love woke up still drunk on your love On your love woke up still drunk on your love On your love woke up still drunk on your love woke up still drunk on your love On your love on your love woke up still drunk on your love On your love get drunk on your love yeah I'm so drunk
Little Big Town,Country,Girl Crush,I got ta girl crush hate to admit it but I got ta heart rush ain't slowin down I got it real bad want everything she ha That smile and the midnight laugh she's givin you now I wan na taste her lip yeah cause they taste like you I wan na drown myself in a bottle of her perfume I want her long blonde hair I want her magic touch Yeah cause maybe then you'd want me just a much I got ta girl crush I got ta girl crush I don't get no sleep I don't get no peace Thinkin about her under your bed sheet The way that she's whisperin the way that she's pullin you in Lord know I ve tried I can't get her off my mind I wan na taste her lip yeah cause they taste like you I wan na drown myself in a bottle of her perfume I want her long blonde hair I want her magic touch Yeah cause maybe then you'd want me just a much I got ta girl crush I got ta girl crush I got ta girl crush hate to admit it but I got ta heart rush it ain't slowin down
Little Big Town,Country,Better Man,I know I'm probably better off on my own Than lovin a man who didn't know What he had when he had it And I see the permanent damage you did to me Never again I just wish I could forget when it wa magic I wish it wasn't 4am standing in the mirror Saying to myself you know had to do it I know the bravest thing I ever did wa run Sometimes in the middle of the night I can feel you again But I just miss you and I just wish you were a better man And I know why we had to say goodbye Like the back of my hand And I just miss you and I just wish you were a better man A better man I know I'm probably better off all alone Than needing a man who could change his mind At any given minute And it's always on your term I'm hanging on every careless word Hoping it might turn sweet again Like it wa in the beginning But your jealousy I can hear it now You're talking down to me like I ll always be around You push my love away like it's some kind of loaded gun Boy you never thought I'd run Sometimes in the middle of the night I can feel you again But I just miss you and I just wish you were a better man And I know why we had to say goodbye Like the back of my hand And I just miss you and I just wish you were a better man A better man Better I hold onto this pride because these day it's all I have And I gave you my best and we both know you can't say that You can't say that I wish you were a better man I wonder what we would ve become If you were a better man We might still be in love If you were a better man You would ve been the one If you were a better man Yeah yeah Sometimes in the middle of the night I can feel you again But I just miss you and I just wish you were a better man And I know why we had to say goodbye Like the back of my hand And I just miss you and I just wish you were a better man We might still be in love if you were a better man Better
Little Big Town,Country,Pontoon,Back this hitch up into the water Untie all the cable and rope Step onto the astro turf Get yourself a coozie Let's go Who said anything about skiing Floating is all I want to do You can climb the ladder Just don't rock the boat while I barbeque On the pontoon Making wave and catching ray up on the roof Jumping out the back don't act like you don't want to Party in slow motion Out here in the open Mmmmmmm motorboating Hoo hoo Reach your hand down into the cooler Don't drink it if the mountain aren't blue Try to keep it steady a you recline on your black inner tube Hoo hoo mile an hour with aluminum side Wood paneling with a water slide Can't beat the heat so let's take a ride On the pontoon Hoo hoo On the pontoon Hoo hoo Back this hitch out into the water On the pontoon Hoo hoo
Frankie Ballard,Country,Sunshine & Whiskey,Every time you kiss me it's like sunshine and whiskey Chilling on a beach with my sweet Georgia peach Not a care in the world just trying to beat the heat Body like an hourglass sand on her foot I can't help but stare cause I got the best seat Just when I thought it couldn't get any hotter you slid on in Said I\'m a little hot and bothered if you know what I mean Let\'s crank it up to a hundred degree You hit me like fire shot me like a bullet Burned me up and down no way to cool it But every time you kiss me it's like sunshine and whiskey Like a bottle of Jack straight to the head One shot two Coppertone red Every time you kiss me it's like sunshine and whiskey I wa slow driving south with the top drop down Her hair in the wind Tom Petty up loud You gave me that look you licked them lip I said Hang on baby better pull over for this I don't wan na get DWK driving while kissing they ll put you away You hit me like fire shot me like a bullet Burned me up and down no way to cool it But every time you kiss me it's like sunshine and whiskey It's like a bottle of Jack straight to the head One shot two Coppertone red Every time you kiss me it's like sunshine and whiskey Every time you kiss me it's like sunshine and whiskey Every time you kiss me it's like sunshine and whiskey
